14/12/2016 9:14:40;1;ex3.pbm&
14/12/2016 9:14:40;1;ex3.pbm&
14/12/2016 9:14:40;1;ex3.pbm&
14/12/2016 9:14:40;1;ex3.pbm&
14/12/2016 9:14:40;1;ex3.pbm&
14/12/2016 9:16:19;1;d&
14/12/2016 9:16:29;1;ex1.pbm&
14/12/2016 9:20:14;1;ex1.pbm&
14/12/2016 9:20:25;1;ex1.pbm&
14/12/2016 9:22:34;1;ex1.pbm&
14/12/2016 9:22:35;1;ex3.pbm&
14/12/2016 9:22:35;1;ex3.pbm&
14/12/2016 9:22:36;1;ex3.pbm&
14/12/2016 9:22:37;1;ex4_couleur.ppm&
14/12/2016 9:22:44;1;ex1.pbm&
14/12/2016 9:40:48;1;ex3.pbm&
14/12/2016 9:40:48;1;ex3.pbm&
14/12/2016 9:40:50;1;ex1.pbm&
14/12/2016 9:42:27;1;ex4_couleur.ppm&
14/12/2016 9:42:29;1;ex1.pbm&
14/12/2016 9:42:30;1;ex4_couleur.ppm&
14/12/2016 9:42:30;1;ex4_couleur.ppm&
14/12/2016 9:42:31;1;ex1.pbm&
14/12/2016 9:42:31;1;ex1.pbm&
14/12/2016 9:42:38;1;ex4_couleur.ppm&
14/12/2016 9:42:46;1;ex3.pbm&
14/12/2016 9:43:14;1;ex3.pbm&
14/12/2016 9:54:18;1;ex6.pbm&
14/12/2016 9:56:47;1;ex9.pbm&
14/12/2016 9:56:50;1;ex4_couleur.ppm&
14/12/2016 9:56:51;1;ex5.pbm&
14/12/2016 9:57:19;1;ex6.pbm&
14/12/2016 9:59:40;1;ex7.pbm&
14/12/2016 9:59:41;1;ex9.pbm&
14/12/2016 9:59:42;1;ex5.pbm&
14/12/2016 9:59:42;1;ex5.pbm&
14/12/2016 9:59:42;1;ex5.pbm&
14/12/2016 9:59:43;1;ex7.pbm&
14/12/2016 9:59:43;1;ex7.pbm&
14/12/2016 9:59:43;1;ex7.pbm&
14/12/2016 9:59:44;1;ex6.pbm&
